"Step","fast-brook-7 - Train_loss","fast-brook-7 - Train_loss__MIN","fast-brook-7 - Train_loss__MAX","fast-brook-7 - Val_loss","fast-brook-7 - Val_loss__MIN","fast-brook-7 - Val_loss__MAX","fast-brook-7 - Test_loss","fast-brook-7 - Test_loss__MIN","fast-brook-7 - Test_loss__MAX"
"161","0.2060429231415012","0.2060429231415012","0.2060429231415012","0.3908419347184778","0.3908419347184778","0.3908419347184778","0.37137466057617796","0.37137466057617796","0.37137466057617796"
"162","0.20546684644270105","0.20546684644270105","0.20546684644270105","0.41571100664445415","0.41571100664445415","0.41571100664445415","0.404072089157726","0.404072089157726","0.404072089157726"
"163","0.2032900337105161","0.2032900337105161","0.2032900337105161","0.43919470507881014","0.43919470507881014","0.43919470507881014","0.4184217571587445","0.4184217571587445","0.4184217571587445"
"164","0.20375692594446684","0.20375692594446684","0.20375692594446684","0.3898957319949648","0.3898957319949648","0.3898957319949648","0.3719819068273788","0.3719819068273788","0.3719819068273788"
"165","0.21042029007253352","0.21042029007253352","0.21042029007253352","0.3981825539763872","0.3981825539763872","0.3981825539763872","0.3760811705011809","0.3760811705011809","0.3760811705011809"
"166","0.20224904708355648","0.20224904708355648","0.20224904708355648","0.41159750036770454","0.41159750036770454","0.41159750036770454","0.392430603435238","0.392430603435238","0.392430603435238"
"167","0.19837782657177727","0.19837782657177727","0.19837782657177727","0.4184641351348349","0.4184641351348349","0.4184641351348349","0.3941706403872068","0.3941706403872068","0.3941706403872068"
"168","0.1943627218818515","0.1943627218818515","0.1943627218818515","0.3998827563088801","0.3998827563088801","0.3998827563088801","0.38110141696564026","0.38110141696564026","0.38110141696564026"
"169","0.19820975506351476","0.19820975506351476","0.19820975506351476","0.43149021505884333","0.43149021505884333","0.43149021505884333","0.41213173251330076","0.41213173251330076","0.41213173251330076"
"170","0.2089475364238566","0.2089475364238566","0.2089475364238566","0.3954787473751588","0.3954787473751588","0.3954787473751588","0.3823159731632185","0.3823159731632185","0.3823159731632185"
"171","0.2083738319737235","0.2083738319737235","0.2083738319737235","0.39606887595384116","0.39606887595384116","0.39606887595384116","0.3769131407008683","0.3769131407008683","0.3769131407008683"
"172","0.2019518531414777","0.2019518531414777","0.2019518531414777","0.3827577613843582","0.3827577613843582","0.3827577613843582","0.3612335253669853","0.3612335253669853","0.3612335253669853"
"173","0.2139479718105625","0.2139479718105625","0.2139479718105625","0.4033090078779829","0.4033090078779829","0.4033090078779829","0.3911592008804276","0.3911592008804276","0.3911592008804276"
"174","0.2109945287415494","0.2109945287415494","0.2109945287415494","0.39783388409319304","0.39783388409319304","0.39783388409319304","0.38004086968492684","0.38004086968492684","0.38004086968492684"
